LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738257274.939414,1720470.000,9996,4,EM,1,100,RS
1738257274.939414,1720470.000,9996,4,EM,1,100,RB
1738257274.939414,1720470.000,9996,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257274.939414,1720470.000,9996,4,EM,1,100,PS
1738257274.989666,1720520.250,10029,4,EM,1,100,RS
1738257275.039918,1720570.500,10029,4,EM,1,100,RB
1738257275.090170,1720620.750,10029,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257275.140422,1720671.000,10029,4,EM,1,100,PS
1738257275.213925,1720744.500,10064,4,EM,1,100,RS
1738257275.287428,1720818.000,10064,4,EM,1,100,RB
1738257275.360931,1720891.500,10064,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257275.434435,1720965.000,10064,4,EM,1,100,PS
1738257275.484687,1721015.250,10100,4,EM,1,100,RS
1738257275.534939,1721065.500,10100,4,EM,1,100,RB
1738257275.585191,1721115.750,10100,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257275.635443,1721166.000,10100,4,EM,1,100,PS
1738257275.685945,1721216.500,10133,4,EM,1,100,RS
1738257275.736447,1721267.000,10133,4,EM,1,100,RB
1738257275.786950,1721317.500,10133,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257275.837452,1721368.000,10133,4,EM,1,100,PS
1738257275.887704,1721418.250,10166,4,EM,1,100,RS
1738257275.937956,1721468.500,10166,4,EM,1,100,RB
1738257275.988208,1721518.750,10166,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257276.038460,1721569.000,10166,4,EM,1,100,PS
1738257276.088712,1721619.250,10199,4,EM,1,100,RS
1738257276.138964,1721669.500,10199,4,EM,1,100,RB
1738257276.189217,1721719.750,10199,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257276.239469,1721770.000,10199,4,EM,1,100,PS
1738257276.289721,1721820.250,10233,4,EM,1,100,RS
1738257276.339973,1721870.500,10233,4,EM,1,100,RB
1738257276.390225,1721920.750,10233,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257276.440477,1721971.000,10233,4,EM,1,100,PS
1738257276.490729,1722021.250,10265,4,EM,1,100,RS
1738257276.540982,1722071.500,10265,4,EM,1,100,RB
1738257276.591234,1722121.750,10265,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257276.641486,1722172.000,10265,4,EM,1,100,PS
1738257276.693238,1722223.750,10299,4,EM,1,100,RS
1738257276.744990,1722275.500,10299,4,EM,1,100,RB
1738257276.796742,1722327.250,10299,4,EM,1,100,2025-01-30_10-14-34-454369.csv
1738257276.848495,1722379.000,10299,4,EM,1,100,PS
1738257276.898747,1722429.250,10331,4,EM,1,100,RS
1738257276.948999,1722479.500,10331,4,EM,1,100,RB
1738257276.999251,1722529.750,10331,4,EM,1,100,2025-01-30_10-14-34-454369.csv
