LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1738260741.914626,594447.000,27918,4,PR,1,100,109884
1738260741.914626,594447.000,27918,4,PR,1,100,109867
1738260741.914626,594447.000,27918,4,PR,1,100,109908
1738260741.914626,594447.000,27918,4,PR,1,100,109919
1738260741.924960,594457.333,27932,9,PR,1,100,109894
1738260741.935293,594467.667,27932,9,PR,1,100,109917
1738260741.945627,594478.000,27932,9,PR,1,100,109923
1738260741.955961,594488.333,27932,9,PR,1,100,109905
1738260741.966295,594498.667,27932,9,PR,1,100,109891
1738260741.976629,594509.000,27932,9,PR,1,100,109917
1738260741.986962,594519.333,27932,9,PR,1,100,109907
1738260741.997296,594529.667,27932,9,PR,1,100,109887
1738260742.007630,594540.000,27932,9,PR,1,100,109889
1738260742.018330,594550.700,27949,10,PR,1,100,109920
1738260742.029030,594561.400,27949,10,PR,1,100,109894
1738260742.039731,594572.100,27949,10,PR,1,100,109881
1738260742.050431,594582.800,27949,10,PR,1,100,109877
1738260742.061132,594593.500,27949,10,PR,1,100,109894
1738260742.071832,594604.200,27949,10,PR,1,100,109886
1738260742.082532,594614.900,27949,10,PR,1,100,109877
1738260742.093233,594625.600,27949,10,PR,1,100,109903
1738260742.103933,594636.300,27949,10,PR,1,100,109901
1738260742.114634,594647.000,27949,10,PR,1,100,109893
1738260742.124270,594656.636,27966,11,PR,1,100,109917
1738260742.133907,594666.273,27966,11,PR,1,100,109876
1738260742.143544,594675.909,27966,11,PR,1,100,109887
1738260742.153181,594685.545,27966,11,PR,1,100,109866
1738260742.162817,594695.182,27966,11,PR,1,100,109874
1738260742.172454,594704.818,27966,11,PR,1,100,109889
1738260742.182091,594714.455,27966,11,PR,1,100,109889
1738260742.191727,594724.091,27966,11,PR,1,100,109874
1738260742.201364,594733.727,27966,11,PR,1,100,109905
1738260742.211001,594743.364,27966,11,PR,1,100,109876
1738260742.220638,594753.000,27966,11,PR,1,100,109911
1738260742.231082,594763.444,27982,9,PR,1,100,109935
1738260742.241527,594773.889,27982,9,PR,1,100,109874
1738260742.251972,594784.333,27982,9,PR,1,100,109910
1738260742.262417,594794.778,27982,9,PR,1,100,109894
1738260742.272862,594805.222,27982,9,PR,1,100,109900
1738260742.283307,594815.667,27982,9,PR,1,100,109869
1738260742.293751,594826.111,27982,9,PR,1,100,109860
1738260742.304196,594836.556,27982,9,PR,1,100,109899
1738260742.314641,594847.000,27982,9,PR,1,100,109913
1738260742.324278,594856.636,27999,11,PR,1,100,109926
