RD,TS_received,TS_sent,AK,RoundTrip,
1753043,1753128,2025-01-30_10-14-40-042670,1753129,85,
1758168,1758189,2025-01-30_10-14-45-114693,1758190,21,
1763276,1763292,2025-01-30_10-14-50-220570,1763293,16,
1768386,1773493,2025-01-30_10-14-55-435485,1773495,5107,
1773501,1773539,2025-01-30_10-15-00-463988,1773541,38,
1778607,1778640,2025-01-30_10-15-05-560978,1778641,33,
1783714,1783740,2025-01-30_10-15-10-668441,1783741,26,
1788820,1788866,2025-01-30_10-15-15-793715,1788867,46,
1793930,1799048,2025-01-30_10-15-20-985615,1799049,5118,
1799052,1804179,2025-01-30_10-15-26-091742,1804180,5127,
1804183,1804231,2025-01-30_10-15-31-158380,1804232,48,
1809288,1809310,2025-01-30_10-15-36-238738,1809311,22,
1814396,1819527,2025-01-30_10-15-41-494825,1819528,5131,
1819535,1819629,2025-01-30_10-15-46-551006,1819630,94,
1824675,1824708,2025-01-30_10-15-51-637947,1824710,33,
1829789,1829815,2025-01-30_10-15-56-738749,1829816,26,
1834897,1840022,2025-01-30_10-16-01-878845,1840027,5125,
1840030,1840133,2025-01-30_10-16-07-046747,1845160,103,
1845163,1845226,2025-01-30_10-16-12-157250,1845227,63,
1850272,1850319,2025-01-30_10-16-17-249537,1850320,47,
1855378,1855429,2025-01-30_10-16-22-326413,1855430,51,
1860505,1860584,2025-01-30_10-16-27-515607,1860586,79,
1865629,1865652,2025-01-30_10-16-32-577895,1865654,23,
1870757,1870784,2025-01-30_10-16-37-713376,1870785,27,
1875890,1881009,2025-01-30_10-16-43-011977,1881011,5119,
1881014,1881050,2025-01-30_10-16-47-978765,1881051,36,
1886128,1886201,2025-01-30_10-16-53-129665,1886203,73,
1891248,1891266,2025-01-30_10-16-58-200097,1891267,18,
1896375,1901491,2025-01-30_10-17-03-376334,1901493,5116,
1901500,1901518,2025-01-30_10-17-08-452097,1901519,18,
1906634,1906650,2025-01-30_10-17-13-582784,1906651,16,
1911756,1911770,2025-01-30_10-17-18-704364,1911772,14,
1916885,1922013,2025-01-30_10-17-23-843201,1922018,5128,
1922021,1922100,2025-01-30_10-17-29-026912,1922102,79,
1927145,1927191,2025-01-30_10-17-34-118507,1927193,46,
1932271,1932292,2025-01-30_10-17-39-222719,1932296,21,
1937407,1942524,2025-01-30_10-17-44-554824,1942528,5117,
1942531,1942604,2025-01-30_10-17-49-536779,1942605,73,
1947656,1947695,2025-01-30_10-17-54-629889,1947697,39,
1952776,1952828,2025-01-30_10-17-59-757728,1952829,52,
1957902,1963017,2025-01-30_10-18-04-946240,1963018,5115,
1963022,1963054,2025-01-30_10-18-09-989013,1963056,32,
1968153,1968200,2025-01-30_10-18-15-136539,1968202,47,
1973268,1978407,2025-01-30_10-18-20-301160,1978408,5139,
1978415,1978494,2025-01-30_10-18-25-399908,1978496,79,
1983553,1983565,2025-01-30_10-18-30-503340,1983566,12,
1988670,1988692,2025-01-30_10-18-35-629308,1988693,22,
1993805,1993828,2025-01-30_10-18-40-766282,1993829,23,
1998950,1998964,2025-01-30_10-18-45-902387,1998965,14,
2004083,2009209,2025-01-30_10-18-51-189699,2009211,5126,
2009214,2009229,2025-01-30_10-18-56-165482,2009230,15,
2014318,2014345,2025-01-30_10-19-01-281020,2014347,27,
