LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1738263924.323714,188943.000,27633,4,DC,2,100,EA
1738263924.323714,188943.000,27633,4,DC,2,100,1
1738263924.323714,188943.000,27633,4,DC,2,100,EL
1738263924.323714,188943.000,27633,4,DC,2,100,1
1738263924.356465,188975.750,27651,4,DC,2,100,EA
1738263924.389216,189008.500,27651,4,DC,2,100,2
1738263924.421967,189041.250,27651,4,DC,2,100,EL
1738263924.454719,189074.000,27651,4,DC,2,100,2
1738263924.480720,189100.000,27668,4,DC,2,100,EA
1738263924.506721,189126.000,27668,4,DC,2,100,1
1738263924.532722,189152.000,27668,4,DC,2,100,EL
1738263924.558723,189178.000,27668,4,DC,2,100,1
1738263924.583974,189203.250,27685,4,DC,2,100,EA
1738263924.609225,189228.500,27685,4,DC,2,100,2
1738263924.634476,189253.750,27685,4,DC,2,100,EL
1738263924.659727,189279.000,27685,4,DC,2,100,2
1738263924.684728,189304.000,27702,4,DC,2,100,EA
1738263924.709729,189329.000,27702,4,DC,2,100,1
1738263924.734730,189354.000,27702,4,DC,2,100,EL
1738263924.759731,189379.000,27702,4,DC,2,100,1
1738263924.784981,189404.250,27717,4,DC,2,100,EA
1738263924.810233,189429.500,27717,4,DC,2,100,2
1738263924.835484,189454.750,27717,4,DC,2,100,EL
1738263924.860734,189480.000,27717,4,DC,2,100,2
1738263924.886235,189505.500,27734,4,DC,2,100,EA
1738263924.911736,189531.000,27734,4,DC,2,100,1
1738263924.937238,189556.500,27734,4,DC,2,100,EL
1738263924.962739,189582.000,27734,4,DC,2,100,1
1738263924.988490,189607.750,27751,4,DC,2,100,EA
1738263925.014241,189633.500,27751,4,DC,2,100,2
1738263925.039992,189659.250,27751,4,DC,2,100,EL
1738263925.065742,189685.000,27751,4,DC,2,100,2
1738263925.090744,189710.000,27768,4,DC,2,100,EA
1738263925.115745,189735.000,27768,4,DC,2,100,1
1738263925.140746,189760.000,27768,4,DC,2,100,EL
1738263925.165746,189785.000,27768,4,DC,2,100,1
1738263925.190998,189810.250,27783,4,DC,2,100,EA
1738263925.216249,189835.500,27783,4,DC,2,100,2
1738263925.241499,189860.750,27783,4,DC,2,100,EL
1738263925.266751,189886.000,27783,4,DC,2,100,2
1738263925.293002,189912.250,27801,4,DC,2,100,EA
1738263925.319252,189938.500,27801,4,DC,2,100,1
1738263925.345504,189964.750,27801,4,DC,2,100,EL
1738263925.371755,189991.000,27801,4,DC,2,100,1
1738263925.396006,190015.250,27819,4,DC,2,100,EA
1738263925.420257,190039.500,27819,4,DC,2,100,2
1738263925.444508,190063.750,27819,4,DC,2,100,EL
1738263925.468758,190088.000,27819,4,DC,2,100,2
1738263925.494509,190113.750,27836,4,DC,2,100,EA
1738263925.520261,190139.500,27836,4,DC,2,100,1
1738263925.546011,190165.250,27836,4,DC,2,100,EL
1738263925.571763,190191.000,27836,4,DC,2,100,1
1738263925.597264,190216.500,27852,4,DC,2,100,EA
1738263925.622765,190242.000,27852,4,DC,2,100,2
1738263925.648266,190267.500,27852,4,DC,2,100,EL
1738263925.673767,190293.000,27852,4,DC,2,100,2
1738263925.698767,190318.000,27869,4,DC,2,100,EA
1738263925.723768,190343.000,27869,4,DC,2,100,1
1738263925.748770,190368.000,27869,4,DC,2,100,EL
1738263925.773770,190393.000,27869,4,DC,2,100,1
1738263925.800272,190419.500,27887,4,DC,2,100,EA
1738263925.826772,190446.000,27887,4,DC,2,100,2
1738263925.853274,190472.500,27887,4,DC,2,100,EL
1738263925.879775,190499.000,27887,4,DC,2,100,2
1738263925.904026,190523.250,27904,4,DC,2,100,EA
1738263925.928277,190547.500,27904,4,DC,2,100,1
1738263925.952528,190571.750,27904,4,DC,2,100,EL
1738263925.976779,190596.000,27904,4,DC,2,100,1
1738263926.002529,190621.750,27921,4,DC,2,100,EA
1738263926.028280,190647.500,27921,4,DC,2,100,2
1738263926.054031,190673.250,27921,4,DC,2,100,EL
1738263926.079782,190699.000,27921,4,DC,2,100,2
1738263926.104533,190723.750,27937,4,DC,2,100,EA
1738263926.129284,190748.500,27937,4,DC,2,100,1
1738263926.154035,190773.250,27937,4,DC,2,100,EL
1738263926.178786,190798.000,27937,4,DC,2,100,1
1738263926.204037,190823.250,27953,4,DC,2,100,EA
1738263926.229288,190848.500,27953,4,DC,2,100,2
1738263926.254539,190873.750,27953,4,DC,2,100,EL
1738263926.279790,190899.000,27953,4,DC,2,100,2
1738263926.306041,190925.250,27971,4,DC,2,100,EA
1738263926.332292,190951.500,27971,4,DC,2,100,1
1738263926.358543,190977.750,27971,4,DC,2,100,EL
1738263926.384794,191004.000,27971,4,DC,2,100,1
1738263926.409045,191028.250,27987,4,DC,2,100,EA
1738263926.433296,191052.500,27987,4,DC,2,100,2
1738263926.457547,191076.750,27987,4,DC,2,100,EL
1738263926.481798,191101.000,27987,4,DC,2,100,2
1738263926.507549,191126.750,28003,4,DC,2,100,EA
1738263926.533300,191152.500,28003,4,DC,2,100,2
1738263926.559051,191178.250,28003,4,DC,2,100,EL
1738263926.584802,191204.000,28003,4,DC,2,100,2
1738263926.610303,191229.500,28020,4,DC,2,100,EA
1738263926.635804,191255.000,28020,4,DC,2,100,1
1738263926.661305,191280.500,28020,4,DC,2,100,EL
1738263926.686806,191306.000,28020,4,DC,2,100,1
1738263926.712057,191331.250,28039,4,DC,2,100,EA
1738263926.737308,191356.500,28039,4,DC,2,100,2
1738263926.762559,191381.750,28039,4,DC,2,100,EL
1738263926.787810,191407.000,28039,4,DC,2,100,2
1738263926.813311,191432.500,28055,4,DC,2,100,EA
1738263926.838812,191458.000,28055,4,DC,2,100,1
1738263926.864313,191483.500,28055,4,DC,2,100,EL
1738263926.889814,191509.000,28055,4,DC,2,100,1
1738263926.914815,191534.000,28072,4,DC,2,100,EA
1738263926.939816,191559.000,28072,4,DC,2,100,2
1738263926.964817,191584.000,28072,4,DC,2,100,EL
1738263926.989818,191609.000,28072,4,DC,2,100,2
1738263927.015569,191634.750,28088,4,DC,2,100,EA
1738263927.041320,191660.500,28088,4,DC,2,100,1
1738263927.067071,191686.250,28088,4,DC,2,100,EL
1738263927.092822,191712.000,28088,4,DC,2,100,1
1738263927.117823,191737.000,28105,4,DC,2,100,EA
1738263927.142824,191762.000,28105,4,DC,2,100,2
1738263927.167825,191787.000,28105,4,DC,2,100,EL
1738263927.192826,191812.000,28105,4,DC,2,100,2
1738263927.218077,191837.250,28121,4,DC,2,100,EA
1738263927.243328,191862.500,28121,4,DC,2,100,1
1738263927.268579,191887.750,28121,4,DC,2,100,EL
1738263927.293830,191913.000,28121,4,DC,2,100,1
1738263927.320081,191939.250,28138,4,DC,2,100,EA
1738263927.346332,191965.500,28138,4,DC,2,100,2
1738263927.372583,191991.750,28138,4,DC,2,100,EL
1738263927.398834,192018.000,28138,4,DC,2,100,2
1738263927.423585,192042.750,28154,4,DC,2,100,EA
1738263927.448336,192067.500,28154,4,DC,2,100,1
1738263927.473087,192092.250,28154,4,DC,2,100,EL
1738263927.497838,192117.000,28154,4,DC,2,100,1
1738263927.523339,192142.500,28173,4,DC,2,100,EA
1738263927.548840,192168.000,28173,4,DC,2,100,2
1738263927.574341,192193.500,28173,4,DC,2,100,EL
1738263927.599842,192219.000,28173,4,DC,2,100,2
1738263927.625093,192244.250,28190,4,DC,2,100,EA
1738263927.650344,192269.500,28190,4,DC,2,100,1
1738263927.675595,192294.750,28190,4,DC,2,100,EL
1738263927.700846,192320.000,28190,4,DC,2,100,1
1738263927.725847,192345.000,28206,4,DC,2,100,EA
1738263927.750848,192370.000,28206,4,DC,2,100,2
1738263927.775849,192395.000,28206,4,DC,2,100,EL
1738263927.800850,192420.000,28206,4,DC,2,100,2
1738263927.826851,192446.000,28222,4,DC,2,100,EA
1738263927.852852,192472.000,28222,4,DC,2,100,1
1738263927.878853,192498.000,28222,4,DC,2,100,EL
1738263927.904854,192524.000,28222,4,DC,2,100,1
