LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738263924.317713,188937.000,27636,3,PG,1,100,5192
1738263924.317713,188937.000,27636,3,PG,1,100,5183
1738263924.317713,188937.000,27636,3,PG,1,100,5210
1738263924.327944,188947.231,27654,13,PG,1,100,5190
1738263924.338176,188957.462,27654,13,PG,1,100,5184
1738263924.348407,188967.692,27654,13,PG,1,100,5227
1738263924.358638,188977.923,27654,13,PG,1,100,5204
1738263924.368869,188988.154,27654,13,PG,1,100,5207
1738263924.379100,188998.385,27654,13,PG,1,100,5238
1738263924.389331,189008.615,27654,13,PG,1,100,5197
1738263924.399563,189018.846,27654,13,PG,1,100,5234
1738263924.409794,189029.077,27654,13,PG,1,100,5230
1738263924.420025,189039.308,27654,13,PG,1,100,5178
1738263924.430256,189049.538,27654,13,PG,1,100,5222
1738263924.440487,189059.769,27654,13,PG,1,100,5200
1738263924.450718,189070.000,27654,13,PG,1,100,5188
1738263924.460446,189079.727,27671,11,PG,1,100,5186
1738263924.470174,189089.455,27671,11,PG,1,100,5215
1738263924.479901,189099.182,27671,11,PG,1,100,5200
1738263924.489629,189108.909,27671,11,PG,1,100,5222
1738263924.499357,189118.636,27671,11,PG,1,100,5203
1738263924.509084,189128.364,27671,11,PG,1,100,5224
1738263924.518812,189138.091,27671,11,PG,1,100,5198
1738263924.528540,189147.818,27671,11,PG,1,100,5179
1738263924.538267,189157.545,27671,11,PG,1,100,5224
1738263924.547995,189167.273,27671,11,PG,1,100,5193
1738263924.557723,189177.000,27671,11,PG,1,100,5198
1738263924.568056,189187.333,27688,9,PG,1,100,5183
1738263924.578390,189197.667,27688,9,PG,1,100,5226
1738263924.588724,189208.000,27688,9,PG,1,100,5190
1738263924.599058,189218.333,27688,9,PG,1,100,5202
1738263924.609391,189228.667,27688,9,PG,1,100,5197
1738263924.619725,189239.000,27688,9,PG,1,100,5198
1738263924.630059,189249.333,27688,9,PG,1,100,5209
1738263924.640393,189259.667,27688,9,PG,1,100,5192
1738263924.650726,189270.000,27688,9,PG,1,100,5188
1738263924.660363,189279.636,27705,11,PG,1,100,5216
1738263924.670000,189289.273,27705,11,PG,1,100,5159
1738263924.679636,189298.909,27705,11,PG,1,100,5186
1738263924.689273,189308.545,27705,11,PG,1,100,5172
1738263924.698910,189318.182,27705,11,PG,1,100,5171
1738263924.708547,189327.818,27705,11,PG,1,100,5190
1738263924.718184,189337.455,27705,11,PG,1,100,5178
1738263924.727820,189347.091,27705,11,PG,1,100,5193
1738263924.737457,189356.727,27705,11,PG,1,100,5166
1738263924.747094,189366.364,27705,11,PG,1,100,5199
1738263924.756731,189376.000,27705,11,PG,1,100,5167
1738263924.767175,189386.444,27720,9,PG,1,100,5191
1738263924.777620,189396.889,27720,9,PG,1,100,5157
1738263924.788065,189407.333,27720,9,PG,1,100,5163
1738263924.798510,189417.778,27720,9,PG,1,100,5167
1738263924.808955,189428.222,27720,9,PG,1,100,5162
1738263924.819400,189438.667,27720,9,PG,1,100,5150
1738263924.829844,189449.111,27720,9,PG,1,100,5157
1738263924.840289,189459.556,27720,9,PG,1,100,5179
1738263924.850734,189470.000,27720,9,PG,1,100,5174
1738263924.860462,189479.727,27737,11,PG,1,100,5151
1738263924.870189,189489.455,27737,11,PG,1,100,5156
1738263924.879917,189499.182,27737,11,PG,1,100,5150
1738263924.889645,189508.909,27737,11,PG,1,100,5196
1738263924.899372,189518.636,27737,11,PG,1,100,5176
1738263924.909100,189528.364,27737,11,PG,1,100,5156
1738263924.918828,189538.091,27737,11,PG,1,100,5191
1738263924.928555,189547.818,27737,11,PG,1,100,5165
1738263924.938283,189557.545,27737,11,PG,1,100,5170
1738263924.948011,189567.273,27737,11,PG,1,100,5162
1738263924.957738,189577.000,27737,11,PG,1,100,5179
1738263924.968339,189587.600,27754,10,PG,1,100,5163
1738263924.978939,189598.200,27754,10,PG,1,100,5152
1738263924.989540,189608.800,27754,10,PG,1,100,5180
1738263925.000140,189619.400,27754,10,PG,1,100,5158
1738263925.010741,189630.000,27754,10,PG,1,100,5164
1738263925.021341,189640.600,27754,10,PG,1,100,5150
1738263925.031941,189651.200,27754,10,PG,1,100,5157
1738263925.042542,189661.800,27754,10,PG,1,100,5159
1738263925.053142,189672.400,27754,10,PG,1,100,5157
1738263925.063743,189683.000,27754,10,PG,1,100,5148
1738263925.073143,189692.400,27771,10,PG,1,100,5153
1738263925.082543,189701.800,27771,10,PG,1,100,5189
1738263925.091944,189711.200,27771,10,PG,1,100,5168
1738263925.101344,189720.600,27771,10,PG,1,100,5144
1738263925.110744,189730.000,27771,10,PG,1,100,5177
1738263925.120145,189739.400,27771,10,PG,1,100,5170
1738263925.129545,189748.800,27771,10,PG,1,100,5169
1738263925.138946,189758.200,27771,10,PG,1,100,5172
1738263925.148346,189767.600,27771,10,PG,1,100,5155
1738263925.157746,189777.000,27771,10,PG,1,100,5161
1738263925.168347,189787.600,27786,10,PG,1,100,5169
1738263925.178947,189798.200,27786,10,PG,1,100,5165
1738263925.189548,189808.800,27786,10,PG,1,100,5154
1738263925.200148,189819.400,27786,10,PG,1,100,5185
1738263925.210748,189830.000,27786,10,PG,1,100,5172
1738263925.221349,189840.600,27786,10,PG,1,100,5156
1738263925.231949,189851.200,27786,10,PG,1,100,5184
1738263925.242550,189861.800,27786,10,PG,1,100,5155
1738263925.253150,189872.400,27786,10,PG,1,100,5161
1738263925.263750,189883.000,27786,10,PG,1,100,5170
