LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1738260743.500113,649664.000,37269,2,PI,1,100,146823
1738260743.500113,649664.000,37269,2,PI,1,100,146951
1738260743.510113,649674.000,37290,16,PI,1,100,147044
1738260743.520114,649684.000,37290,16,PI,1,100,147053
1738260743.530114,649694.000,37290,16,PI,1,100,147064
1738260743.540115,649704.000,37290,16,PI,1,100,147044
1738260743.550115,649714.000,37290,16,PI,1,100,147004
1738260743.560116,649724.000,37290,16,PI,1,100,146947
1738260743.570116,649734.000,37290,16,PI,1,100,146909
1738260743.580117,649744.000,37290,16,PI,1,100,146884
1738260743.590117,649754.000,37290,16,PI,1,100,146811
1738260743.600117,649764.000,37290,16,PI,1,100,146744
1738260743.610118,649774.000,37290,16,PI,1,100,146643
1738260743.620118,649784.000,37290,16,PI,1,100,146578
1738260743.630119,649794.000,37290,16,PI,1,100,146504
1738260743.640119,649804.000,37290,16,PI,1,100,146447
1738260743.650119,649814.000,37290,16,PI,1,100,146405
1738260743.660120,649824.000,37290,16,PI,1,100,146281
1738260743.669520,649833.400,37307,10,PI,1,100,146197
1738260743.678921,649842.800,37307,10,PI,1,100,146121
1738260743.688321,649852.200,37307,10,PI,1,100,146052
1738260743.697721,649861.600,37307,10,PI,1,100,145963
1738260743.707122,649871.000,37307,10,PI,1,100,145934
1738260743.716522,649880.400,37307,10,PI,1,100,145846
1738260743.725922,649889.800,37307,10,PI,1,100,145787
1738260743.735323,649899.200,37307,10,PI,1,100,145716
1738260743.744723,649908.600,37307,10,PI,1,100,145610
1738260743.754124,649918.000,37307,10,PI,1,100,145565
1738260743.764724,649928.600,37323,10,PI,1,100,145459
1738260743.775325,649939.200,37323,10,PI,1,100,145364
1738260743.785925,649949.800,37323,10,PI,1,100,145342
1738260743.796525,649960.400,37323,10,PI,1,100,145343
1738260743.807126,649971.000,37323,10,PI,1,100,145299
1738260743.817726,649981.600,37323,10,PI,1,100,145283
1738260743.828327,649992.200,37323,10,PI,1,100,145292
1738260743.838927,650002.800,37323,10,PI,1,100,145326
1738260743.849528,650013.400,37323,10,PI,1,100,145382
1738260743.860128,650024.000,37323,10,PI,1,100,145360
1738260743.870573,650034.444,37340,9,PI,1,100,145365
1738260743.881018,650044.889,37340,9,PI,1,100,145382
1738260743.891463,650055.333,37340,9,PI,1,100,145345
1738260743.901907,650065.778,37340,9,PI,1,100,145331
1738260743.912352,650076.222,37340,9,PI,1,100,145323
1738260743.922797,650086.667,37340,9,PI,1,100,145359
1738260743.933242,650097.111,37340,9,PI,1,100,145314
1738260743.943687,650107.556,37340,9,PI,1,100,145323
1738260743.954132,650118.000,37340,9,PI,1,100,145331
1738260743.963769,650127.636,37356,11,PI,1,100,145277
1738260743.973405,650137.273,37356,11,PI,1,100,145265
1738260743.983042,650146.909,37356,11,PI,1,100,145271
1738260743.992679,650156.545,37356,11,PI,1,100,145251
1738260744.002316,650166.182,37356,11,PI,1,100,145233
1738260744.011952,650175.818,37356,11,PI,1,100,145219
1738260744.021589,650185.455,37356,11,PI,1,100,145229
1738260744.031226,650195.091,37356,11,PI,1,100,145231
1738260744.040863,650204.727,37356,11,PI,1,100,145208
1738260744.050499,650214.364,37356,11,PI,1,100,145240
1738260744.060136,650224.000,37356,11,PI,1,100,145232
1738260744.070470,650234.333,37373,9,PI,1,100,145223
1738260744.080804,650244.667,37373,9,PI,1,100,145180
1738260744.091138,650255.000,37373,9,PI,1,100,145191
1738260744.101471,650265.333,37373,9,PI,1,100,145138
1738260744.111805,650275.667,37373,9,PI,1,100,145107
1738260744.122139,650286.000,37373,9,PI,1,100,145090
1738260744.132473,650296.333,37373,9,PI,1,100,145077
1738260744.142806,650306.667,37373,9,PI,1,100,145048
1738260744.153140,650317.000,37373,9,PI,1,100,145054
1738260744.162868,650326.727,37389,11,PI,1,100,145006
1738260744.172596,650336.455,37389,11,PI,1,100,144991
1738260744.182323,650346.182,37389,11,PI,1,100,145009
1738260744.192051,650355.909,37389,11,PI,1,100,144980
1738260744.201778,650365.636,37389,11,PI,1,100,144965
1738260744.211506,650375.364,37389,11,PI,1,100,144963
1738260744.221234,650385.091,37389,11,PI,1,100,144941
1738260744.230962,650394.818,37389,11,PI,1,100,144936
1738260744.240689,650404.545,37389,11,PI,1,100,144909
1738260744.250417,650414.273,37389,11,PI,1,100,144917
1738260744.260144,650424.000,37389,11,PI,1,100,144893
1738260744.270845,650434.700,37407,10,PI,1,100,144886
1738260744.281545,650445.400,37407,10,PI,1,100,144883
1738260744.292246,650456.100,37407,10,PI,1,100,144838
1738260744.302946,650466.800,37407,10,PI,1,100,144842
1738260744.313647,650477.500,37407,10,PI,1,100,144853
1738260744.324347,650488.200,37407,10,PI,1,100,144829
1738260744.335048,650498.900,37407,10,PI,1,100,144815
1738260744.345748,650509.600,37407,10,PI,1,100,144829
1738260744.356448,650520.300,37407,10,PI,1,100,144841
1738260744.367149,650531.000,37407,10,PI,1,100,144836
1738260744.376449,650540.300,37422,10,PI,1,100,144820
1738260744.385750,650549.600,37422,10,PI,1,100,144824
1738260744.395050,650558.900,37422,10,PI,1,100,144840
1738260744.404351,650568.200,37422,10,PI,1,100,144912
1738260744.413651,650577.500,37422,10,PI,1,100,144796
1738260744.422951,650586.800,37422,10,PI,1,100,144828
1738260744.432252,650596.100,37422,10,PI,1,100,144816
1738260744.441552,650605.400,37422,10,PI,1,100,144840
1738260744.450852,650614.700,37422,10,PI,1,100,144817
1738260744.460153,650624.000,37422,10,PI,1,100,144819
