LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1738271570.325355,573459.000,25044,3,PR,1,100,92465
1738271570.325355,573459.000,25044,3,PR,1,100,92501
1738271570.325355,573459.000,25044,3,PR,1,100,92493
1738271570.335083,573468.727,25051,11,PR,1,100,92435
1738271570.344810,573478.455,25051,11,PR,1,100,92462
1738271570.354538,573488.182,25051,11,PR,1,100,92440
1738271570.364266,573497.909,25051,11,PR,1,100,92457
1738271570.373993,573507.636,25051,11,PR,1,100,92422
1738271570.383721,573517.364,25051,11,PR,1,100,92441
1738271570.393449,573527.091,25051,11,PR,1,100,92434
1738271570.403176,573536.818,25051,11,PR,1,100,92440
1738271570.412904,573546.545,25051,11,PR,1,100,92436
1738271570.422632,573556.273,25051,11,PR,1,100,92433
1738271570.432359,573566.000,25051,11,PR,1,100,92454
1738271570.442960,573576.600,25067,10,PR,1,100,92439
1738271570.453560,573587.200,25067,10,PR,1,100,92412
1738271570.464160,573597.800,25067,10,PR,1,100,92434
1738271570.474761,573608.400,25067,10,PR,1,100,92487
1738271570.485361,573619.000,25067,10,PR,1,100,92451
1738271570.495961,573629.600,25067,10,PR,1,100,92430
1738271570.506562,573640.200,25067,10,PR,1,100,92454
1738271570.517162,573650.800,25067,10,PR,1,100,92425
1738271570.527763,573661.400,25067,10,PR,1,100,92439
1738271570.538363,573672.000,25067,10,PR,1,100,92450
1738271570.547763,573681.400,25084,10,PR,1,100,92426
1738271570.557164,573690.800,25084,10,PR,1,100,92454
1738271570.566564,573700.200,25084,10,PR,1,100,92441
1738271570.575964,573709.600,25084,10,PR,1,100,92448
1738271570.585365,573719.000,25084,10,PR,1,100,92462
1738271570.594765,573728.400,25084,10,PR,1,100,92437
1738271570.604166,573737.800,25084,10,PR,1,100,92448
1738271570.613566,573747.200,25084,10,PR,1,100,92458
1738271570.622966,573756.600,25084,10,PR,1,100,92451
1738271570.632367,573766.000,25084,10,PR,1,100,92441
1738271570.642967,573776.600,25103,10,PR,1,100,92468
1738271570.653567,573787.200,25103,10,PR,1,100,92466
1738271570.664168,573797.800,25103,10,PR,1,100,92458
1738271570.674768,573808.400,25103,10,PR,1,100,92432
1738271570.685369,573819.000,25103,10,PR,1,100,92457
1738271570.695969,573829.600,25103,10,PR,1,100,92442
1738271570.706569,573840.200,25103,10,PR,1,100,92445
1738271570.717170,573850.800,25103,10,PR,1,100,92486
1738271570.727770,573861.400,25103,10,PR,1,100,92483
1738271570.738371,573872.000,25103,10,PR,1,100,92480
1738271570.748098,573881.727,25119,11,PR,1,100,92499
1738271570.757826,573891.455,25119,11,PR,1,100,92479
1738271570.767554,573901.182,25119,11,PR,1,100,92485
1738271570.777281,573910.909,25119,11,PR,1,100,92510
1738271570.787009,573920.636,25119,11,PR,1,100,92479
1738271570.796736,573930.364,25119,11,PR,1,100,92496
1738271570.806464,573940.091,25119,11,PR,1,100,92484
1738271570.816192,573949.818,25119,11,PR,1,100,92486
1738271570.825919,573959.545,25119,11,PR,1,100,92463
1738271570.835647,573969.273,25119,11,PR,1,100,92492
1738271570.845375,573979.000,25119,11,PR,1,100,92465
1738271570.855803,573989.429,25139,14,PR,1,100,92478
1738271570.866233,573999.857,25139,14,PR,1,100,92523
1738271570.876662,574010.286,25139,14,PR,1,100,92453
1738271570.887090,574020.714,25139,14,PR,1,100,92505
1738271570.897519,574031.143,25139,14,PR,1,100,92487
1738271570.907948,574041.571,25139,14,PR,1,100,92483
1738271570.918377,574052.000,25139,14,PR,1,100,92495
1738271570.928806,574062.429,25139,14,PR,1,100,92472
1738271570.939235,574072.857,25139,14,PR,1,100,92481
1738271570.949664,574083.286,25139,14,PR,1,100,92474
1738271570.960093,574093.714,25139,14,PR,1,100,92497
1738271570.970522,574104.143,25139,14,PR,1,100,92482
1738271570.980951,574114.571,25139,14,PR,1,100,92482
1738271570.991380,574125.000,25139,14,PR,1,100,92474
1738271571.001108,574134.727,25155,11,PR,1,100,92503
1738271571.010835,574144.455,25155,11,PR,1,100,92432
1738271571.020563,574154.182,25155,11,PR,1,100,92474
1738271571.030291,574163.909,25155,11,PR,1,100,92468
1738271571.040018,574173.636,25155,11,PR,1,100,92475
1738271571.049746,574183.364,25155,11,PR,1,100,92483
1738271571.059474,574193.091,25155,11,PR,1,100,92478
1738271571.069201,574202.818,25155,11,PR,1,100,92464
1738271571.078929,574212.545,25155,11,PR,1,100,92464
1738271571.088656,574222.273,25155,11,PR,1,100,92481
1738271571.098384,574232.000,25155,11,PR,1,100,92463
1738271571.108718,574242.333,25173,9,PR,1,100,92460
1738271571.119052,574252.667,25173,9,PR,1,100,92485
1738271571.129385,574263.000,25173,9,PR,1,100,92485
1738271571.139719,574273.333,25173,9,PR,1,100,92495
1738271571.150053,574283.667,25173,9,PR,1,100,92451
1738271571.160387,574294.000,25173,9,PR,1,100,92477
1738271571.170720,574304.333,25173,9,PR,1,100,92470
1738271571.181054,574314.667,25173,9,PR,1,100,92468
1738271571.191388,574325.000,25173,9,PR,1,100,92477
1738271571.201115,574334.727,25190,11,PR,1,100,92492
1738271571.210843,574344.455,25190,11,PR,1,100,92469
1738271571.220571,574354.182,25190,11,PR,1,100,92466
1738271571.230298,574363.909,25190,11,PR,1,100,92479
1738271571.240026,574373.636,25190,11,PR,1,100,92459
1738271571.249753,574383.364,25190,11,PR,1,100,92463
1738271571.259481,574393.091,25190,11,PR,1,100,92459
1738271571.269209,574402.818,25190,11,PR,1,100,92476
1738271571.278936,574412.545,25190,11,PR,1,100,92449
1738271571.288664,574422.273,25190,11,PR,1,100,92473
1738271571.298392,574432.000,25190,11,PR,1,100,92449
1738271571.308836,574442.444,25207,9,PR,1,100,92423
1738271571.319281,574452.889,25207,9,PR,1,100,92426
1738271571.329726,574463.333,25207,9,PR,1,100,92463
1738271571.340171,574473.778,25207,9,PR,1,100,92433
1738271571.350616,574484.222,25207,9,PR,1,100,92446
1738271571.361061,574494.667,25207,9,PR,1,100,92413
1738271571.371505,574505.111,25207,9,PR,1,100,92411
1738271571.381950,574515.556,25207,9,PR,1,100,92429
1738271571.392395,574526.000,25207,9,PR,1,100,92438
1738271571.402032,574535.636,25223,11,PR,1,100,92395
1738271571.411669,574545.273,25223,11,PR,1,100,92460
1738271571.421305,574554.909,25223,11,PR,1,100,92427
1738271571.430942,574564.545,25223,11,PR,1,100,92419
1738271571.440579,574574.182,25223,11,PR,1,100,92464
1738271571.450216,574583.818,25223,11,PR,1,100,92405
1738271571.459852,574593.455,25223,11,PR,1,100,92393
1738271571.469489,574603.091,25223,11,PR,1,100,92426
1738271571.479126,574612.727,25223,11,PR,1,100,92367
1738271571.488763,574622.364,25223,11,PR,1,100,92404
1738271571.498399,574632.000,25223,11,PR,1,100,92381
1738271571.509100,574642.700,25240,10,PR,1,100,92390
1738271571.519800,574653.400,25240,10,PR,1,100,92360
1738271571.530500,574664.100,25240,10,PR,1,100,92382
1738271571.541201,574674.800,25240,10,PR,1,100,92397
1738271571.551901,574685.500,25240,10,PR,1,100,92361
1738271571.562602,574696.200,25240,10,PR,1,100,92381
1738271571.573302,574706.900,25240,10,PR,1,100,92357
1738271571.584002,574717.600,25240,10,PR,1,100,92378
1738271571.594703,574728.300,25240,10,PR,1,100,92353
1738271571.605403,574739.000,25240,10,PR,1,100,92367
1738271571.614704,574748.300,25258,10,PR,1,100,92367
1738271571.624004,574757.600,25258,10,PR,1,100,92378
1738271571.633304,574766.900,25258,10,PR,1,100,92349
1738271571.642605,574776.200,25258,10,PR,1,100,92334
1738271571.651905,574785.500,25258,10,PR,1,100,92348
1738271571.661205,574794.800,25258,10,PR,1,100,92335
1738271571.670506,574804.100,25258,10,PR,1,100,92321
1738271571.679806,574813.400,25258,10,PR,1,100,92333
1738271571.689106,574822.700,25258,10,PR,1,100,92327
1738271571.698407,574832.000,25258,10,PR,1,100,92349
1738271571.709107,574842.700,25275,10,PR,1,100,92350
1738271571.719808,574853.400,25275,10,PR,1,100,92342
1738271571.730508,574864.100,25275,10,PR,1,100,92337
1738271571.741208,574874.800,25275,10,PR,1,100,92320
