LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738271567.144476,263109.000,39863,4,EM,1,100,RS
1738271567.144476,263109.000,39863,4,EM,1,100,RB
1738271567.144476,263109.000,39863,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271567.144476,263109.000,39863,4,EM,1,100,PS
1738271567.215479,263180.000,39896,4,EM,1,100,RS
1738271567.286482,263251.000,39896,4,EM,1,100,RB
1738271567.357484,263322.000,39896,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271567.428487,263393.000,39896,4,EM,1,100,PS
1738271567.478739,263443.250,39929,4,EM,1,100,RS
1738271567.528991,263493.500,39929,4,EM,1,100,RB
1738271567.579242,263543.750,39929,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271567.629494,263594.000,39929,4,EM,1,100,PS
1738271567.679746,263644.250,39962,4,EM,1,100,RS
1738271567.729998,263694.500,39962,4,EM,1,100,RB
1738271567.780250,263744.750,39962,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271567.830501,263795.000,39962,4,EM,1,100,PS
1738271567.880753,263845.250,39995,4,EM,1,100,RS
1738271567.931005,263895.500,39995,4,EM,1,100,RB
1738271567.981257,263945.750,39995,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271568.031509,263996.000,39995,4,EM,1,100,PS
1738271568.081761,264046.250,40028,4,EM,1,100,RS
1738271568.132012,264096.500,40028,4,EM,1,100,RB
1738271568.182264,264146.750,40028,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271568.232516,264197.000,40028,4,EM,1,100,PS
1738271568.282768,264247.250,40061,4,EM,1,100,RS
1738271568.333020,264297.500,40061,4,EM,1,100,RB
1738271568.383272,264347.750,40061,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271568.433523,264398.000,40061,4,EM,1,100,PS
1738271568.483775,264448.250,40095,4,EM,1,100,RS
1738271568.534027,264498.500,40095,4,EM,1,100,RB
1738271568.584279,264548.750,40095,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271568.634531,264599.000,40095,4,EM,1,100,PS
1738271568.684783,264649.250,40128,4,EM,1,100,RS
1738271568.735034,264699.500,40128,4,EM,1,100,RB
1738271568.785286,264749.750,40128,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271568.835538,264800.000,40128,4,EM,1,100,PS
1738271568.885790,264850.250,40163,4,EM,1,100,RS
1738271568.936042,264900.500,40163,4,EM,1,100,RB
1738271568.986294,264950.750,40163,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271569.036546,265001.000,40163,4,EM,1,100,PS
1738271569.086797,265051.250,40197,4,EM,1,100,RS
1738271569.137049,265101.500,40197,4,EM,1,100,RB
1738271569.187301,265151.750,40197,4,EM,1,100,2025-01-30_14-12-46-645199.csv
1738271569.237553,265202.000,40197,4,EM,1,100,PS
1738271569.288805,265253.250,40229,4,EM,1,100,RS
1738271569.340057,265304.500,40229,4,EM,1,100,RB
