LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1738271573.982716,560295.000,22554,5,PR,1,100,110445
1738271573.982716,560295.000,22554,5,PR,1,100,110408
1738271573.982716,560295.000,22554,5,PR,1,100,110448
1738271573.982716,560295.000,22554,5,PR,1,100,110420
1738271573.982716,560295.000,22554,5,PR,1,100,110440
1738271573.992444,560304.727,22572,11,PR,1,100,110437
1738271574.002172,560314.455,22572,11,PR,1,100,110436
1738271574.011899,560324.182,22572,11,PR,1,100,110417
1738271574.021627,560333.909,22572,11,PR,1,100,110421
1738271574.031355,560343.636,22572,11,PR,1,100,110425
1738271574.041082,560353.364,22572,11,PR,1,100,110404
1738271574.050810,560363.091,22572,11,PR,1,100,110440
1738271574.060538,560372.818,22572,11,PR,1,100,110434
1738271574.070265,560382.545,22572,11,PR,1,100,110437
1738271574.079993,560392.273,22572,11,PR,1,100,110429
1738271574.089721,560402.000,22572,11,PR,1,100,110419
1738271574.100055,560412.333,22589,9,PR,1,100,110439
1738271574.110388,560422.667,22589,9,PR,1,100,110448
1738271574.120722,560433.000,22589,9,PR,1,100,110415
1738271574.131056,560443.333,22589,9,PR,1,100,110423
1738271574.141389,560453.667,22589,9,PR,1,100,110441
1738271574.151723,560464.000,22589,9,PR,1,100,110393
1738271574.162057,560474.333,22589,9,PR,1,100,110440
1738271574.172391,560484.667,22589,9,PR,1,100,110413
1738271574.182724,560495.000,22589,9,PR,1,100,110436
1738271574.192452,560504.727,22606,11,PR,1,100,110383
1738271574.202180,560514.455,22606,11,PR,1,100,110383
1738271574.211907,560524.182,22606,11,PR,1,100,110410
1738271574.221635,560533.909,22606,11,PR,1,100,110425
1738271574.231363,560543.636,22606,11,PR,1,100,110409
1738271574.241090,560553.364,22606,11,PR,1,100,110394
1738271574.250818,560563.091,22606,11,PR,1,100,110414
1738271574.260546,560572.818,22606,11,PR,1,100,110455
1738271574.270273,560582.545,22606,11,PR,1,100,110425
1738271574.280001,560592.273,22606,11,PR,1,100,110383
1738271574.289729,560602.000,22606,11,PR,1,100,110417
1738271574.300429,560612.700,22622,10,PR,1,100,110425
1738271574.311130,560623.400,22622,10,PR,1,100,110409
1738271574.321830,560634.100,22622,10,PR,1,100,110393
1738271574.332530,560644.800,22622,10,PR,1,100,110417
1738271574.343231,560655.500,22622,10,PR,1,100,110463
1738271574.353931,560666.200,22622,10,PR,1,100,110381
1738271574.364632,560676.900,22622,10,PR,1,100,110399
1738271574.375332,560687.600,22622,10,PR,1,100,110385
1738271574.386033,560698.300,22622,10,PR,1,100,110399
1738271574.396733,560709.000,22622,10,PR,1,100,110434
1738271574.406034,560718.300,22638,10,PR,1,100,110406
1738271574.415334,560727.600,22638,10,PR,1,100,110428
1738271574.424634,560736.900,22638,10,PR,1,100,110417
1738271574.433935,560746.200,22638,10,PR,1,100,110399
1738271574.443235,560755.500,22638,10,PR,1,100,110408
1738271574.452535,560764.800,22638,10,PR,1,100,110383
1738271574.461836,560774.100,22638,10,PR,1,100,110424
1738271574.471136,560783.400,22638,10,PR,1,100,110403
1738271574.480437,560792.700,22638,10,PR,1,100,110410
1738271574.489737,560802.000,22638,10,PR,1,100,110429
1738271574.500437,560812.700,22656,10,PR,1,100,110398
1738271574.511138,560823.400,22656,10,PR,1,100,110378
1738271574.521838,560834.100,22656,10,PR,1,100,110421
1738271574.532539,560844.800,22656,10,PR,1,100,110396
1738271574.543239,560855.500,22656,10,PR,1,100,110412
1738271574.553939,560866.200,22656,10,PR,1,100,110385
1738271574.564640,560876.900,22656,10,PR,1,100,110435
1738271574.575340,560887.600,22656,10,PR,1,100,110374
1738271574.586041,560898.300,22656,10,PR,1,100,110392
1738271574.596741,560909.000,22656,10,PR,1,100,110382
1738271574.607075,560919.333,22672,9,PR,1,100,110409
1738271574.617409,560929.667,22672,9,PR,1,100,110379
1738271574.627743,560940.000,22672,9,PR,1,100,110387
1738271574.638076,560950.333,22672,9,PR,1,100,110382
1738271574.648410,560960.667,22672,9,PR,1,100,110402
1738271574.658744,560971.000,22672,9,PR,1,100,110368
1738271574.669077,560981.333,22672,9,PR,1,100,110394
1738271574.679411,560991.667,22672,9,PR,1,100,110401
1738271574.689745,561002.000,22672,9,PR,1,100,110364
1738271574.699473,561011.727,22688,11,PR,1,100,110365
1738271574.709200,561021.455,22688,11,PR,1,100,110391
1738271574.718928,561031.182,22688,11,PR,1,100,110396
1738271574.728656,561040.909,22688,11,PR,1,100,110396
1738271574.738383,561050.636,22688,11,PR,1,100,110370
1738271574.748111,561060.364,22688,11,PR,1,100,110369
1738271574.757838,561070.091,22688,11,PR,1,100,110366
1738271574.767566,561079.818,22688,11,PR,1,100,110366
1738271574.777294,561089.545,22688,11,PR,1,100,110356
1738271574.787022,561099.273,22688,11,PR,1,100,110375
1738271574.796749,561109.000,22688,11,PR,1,100,110381
1738271574.806386,561118.636,22704,11,PR,1,100,110361
1738271574.816023,561128.273,22704,11,PR,1,100,110399
1738271574.825660,561137.909,22704,11,PR,1,100,110373
1738271574.835296,561147.545,22704,11,PR,1,100,110376
1738271574.844933,561157.182,22704,11,PR,1,100,110383
1738271574.854570,561166.818,22704,11,PR,1,100,110398
1738271574.864207,561176.455,22704,11,PR,1,100,110376
1738271574.873843,561186.091,22704,11,PR,1,100,110358
1738271574.883480,561195.727,22704,11,PR,1,100,110338
1738271574.893117,561205.364,22704,11,PR,1,100,110384
1738271574.902754,561215.000,22704,11,PR,1,100,110353
1738271574.913454,561225.700,22722,10,PR,1,100,110375
1738271574.924154,561236.400,22722,10,PR,1,100,110351
1738271574.934855,561247.100,22722,10,PR,1,100,110364
1738271574.945555,561257.800,22722,10,PR,1,100,110353
1738271574.956256,561268.500,22722,10,PR,1,100,110366
1738271574.966956,561279.200,22722,10,PR,1,100,110361
1738271574.977657,561289.900,22722,10,PR,1,100,110395
1738271574.988357,561300.600,22722,10,PR,1,100,110376
1738271574.999058,561311.300,22722,10,PR,1,100,110368
1738271575.009758,561322.000,22722,10,PR,1,100,110339
1738271575.020092,561332.333,22738,9,PR,1,100,110327
1738271575.030425,561342.667,22738,9,PR,1,100,110336
1738271575.040759,561353.000,22738,9,PR,1,100,110356
1738271575.051093,561363.333,22738,9,PR,1,100,110335
1738271575.061427,561373.667,22738,9,PR,1,100,110338
1738271575.071760,561384.000,22738,9,PR,1,100,110320
1738271575.082094,561394.333,22738,9,PR,1,100,110355
1738271575.092428,561404.667,22738,9,PR,1,100,110371
1738271575.102762,561415.000,22738,9,PR,1,100,110392
1738271575.112489,561424.727,22754,11,PR,1,100,110363
1738271575.122217,561434.455,22754,11,PR,1,100,110328
1738271575.131945,561444.182,22754,11,PR,1,100,110357
1738271575.141672,561453.909,22754,11,PR,1,100,110380
1738271575.151400,561463.636,22754,11,PR,1,100,110336
1738271575.161128,561473.364,22754,11,PR,1,100,110372
1738271575.170855,561483.091,22754,11,PR,1,100,110353
1738271575.180583,561492.818,22754,11,PR,1,100,110335
1738271575.190311,561502.545,22754,11,PR,1,100,110341
1738271575.200038,561512.273,22754,11,PR,1,100,110361
1738271575.209766,561522.000,22754,11,PR,1,100,110372
1738271575.220100,561532.333,22771,9,PR,1,100,110347
1738271575.230433,561542.667,22771,9,PR,1,100,110337
1738271575.240767,561553.000,22771,9,PR,1,100,110338
1738271575.251101,561563.333,22771,9,PR,1,100,110368
1738271575.261435,561573.667,22771,9,PR,1,100,110347
1738271575.271769,561584.000,22771,9,PR,1,100,110323
1738271575.282102,561594.333,22771,9,PR,1,100,110324
1738271575.292436,561604.667,22771,9,PR,1,100,110354
1738271575.302770,561615.000,22771,9,PR,1,100,110336
1738271575.312497,561624.727,22790,11,PR,1,100,110368
1738271575.322225,561634.455,22790,11,PR,1,100,110341
1738271575.331953,561644.182,22790,11,PR,1,100,110369
1738271575.341680,561653.909,22790,11,PR,1,100,110338
1738271575.351408,561663.636,22790,11,PR,1,100,110379
1738271575.361136,561673.364,22790,11,PR,1,100,110346
1738271575.370863,561683.091,22790,11,PR,1,100,110353
1738271575.380591,561692.818,22790,11,PR,1,100,110362
1738271575.390319,561702.545,22790,11,PR,1,100,110350
1738271575.400046,561712.273,22790,11,PR,1,100,110377
1738271575.409774,561722.000,22790,11,PR,1,100,110331
1738271575.420374,561732.600,22806,10,PR,1,100,110326
1738271575.430975,561743.200,22806,10,PR,1,100,110354
1738271575.441575,561753.800,22806,10,PR,1,100,110324
1738271575.452176,561764.400,22806,10,PR,1,100,110352
1738271575.462776,561775.000,22806,10,PR,1,100,110355
1738271575.473377,561785.600,22806,10,PR,1,100,110343
1738271575.483977,561796.200,22806,10,PR,1,100,110377
1738271575.494577,561806.800,22806,10,PR,1,100,110348
1738271575.505178,561817.400,22806,10,PR,1,100,110353
1738271575.515778,561828.000,22806,10,PR,1,100,110328
1738271575.525179,561837.400,22823,10,PR,1,100,110336
1738271575.534579,561846.800,22823,10,PR,1,100,110322
1738271575.543979,561856.200,22823,10,PR,1,100,110372
1738271575.553380,561865.600,22823,10,PR,1,100,110318
1738271575.562780,561875.000,22823,10,PR,1,100,110322
1738271575.572181,561884.400,22823,10,PR,1,100,110316
1738271575.581581,561893.800,22823,10,PR,1,100,110340
1738271575.590981,561903.200,22823,10,PR,1,100,110307
1738271575.600382,561912.600,22823,10,PR,1,100,110333
1738271575.609782,561922.000,22823,10,PR,1,100,110352
1738271575.620383,561932.600,22839,10,PR,1,100,110332
1738271575.630983,561943.200,22839,10,PR,1,100,110331
1738271575.641583,561953.800,22839,10,PR,1,100,110350
1738271575.652184,561964.400,22839,10,PR,1,100,110358
1738271575.662784,561975.000,22839,10,PR,1,100,110335
1738271575.673385,561985.600,22839,10,PR,1,100,110332
1738271575.683985,561996.200,22839,10,PR,1,100,110300
1738271575.694586,562006.800,22839,10,PR,1,100,110356
1738271575.705186,562017.400,22839,10,PR,1,100,110333
1738271575.715786,562028.000,22839,10,PR,1,100,110329
1738271575.725514,562037.727,22856,11,PR,1,100,110333
1738271575.735242,562047.455,22856,11,PR,1,100,110344
1738271575.744969,562057.182,22856,11,PR,1,100,110329
1738271575.754697,562066.909,22856,11,PR,1,100,110314
1738271575.764425,562076.636,22856,11,PR,1,100,110350
1738271575.774153,562086.364,22856,11,PR,1,100,110346
1738271575.783880,562096.091,22856,11,PR,1,100,110332
1738271575.793608,562105.818,22856,11,PR,1,100,110352
1738271575.803335,562115.545,22856,11,PR,1,100,110327
1738271575.813063,562125.273,22856,11,PR,1,100,110337
1738271575.822791,562135.000,22856,11,PR,1,100,110325
1738271575.833124,562145.333,22874,9,PR,1,100,110350
1738271575.843458,562155.667,22874,9,PR,1,100,110325
1738271575.853792,562166.000,22874,9,PR,1,100,110332
1738271575.864126,562176.333,22874,9,PR,1,100,110331
1738271575.874460,562186.667,22874,9,PR,1,100,110338
