LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1738263926.855236,174787.000,25268,4,PR,1,100,111412
1738263926.855236,174787.000,25268,4,PR,1,100,111411
1738263926.855236,174787.000,25268,4,PR,1,100,111408
1738263926.855236,174787.000,25268,4,PR,1,100,111425
1738263926.864873,174796.636,25282,11,PR,1,100,111417
1738263926.874510,174806.273,25282,11,PR,1,100,111412
1738263926.884146,174815.909,25282,11,PR,1,100,111425
1738263926.893783,174825.545,25282,11,PR,1,100,111405
1738263926.903420,174835.182,25282,11,PR,1,100,111427
1738263926.913057,174844.818,25282,11,PR,1,100,111418
1738263926.922693,174854.455,25282,11,PR,1,100,111407
1738263926.932330,174864.091,25282,11,PR,1,100,111422
1738263926.941967,174873.727,25282,11,PR,1,100,111436
1738263926.951604,174883.364,25282,11,PR,1,100,111437
1738263926.961240,174893.000,25282,11,PR,1,100,111443
1738263926.971685,174903.444,25299,9,PR,1,100,111421
1738263926.982130,174913.889,25299,9,PR,1,100,111428
1738263926.992575,174924.333,25299,9,PR,1,100,111423
1738263927.003020,174934.778,25299,9,PR,1,100,111407
1738263927.013465,174945.222,25299,9,PR,1,100,111420
1738263927.023910,174955.667,25299,9,PR,1,100,111404
1738263927.034354,174966.111,25299,9,PR,1,100,111416
1738263927.044799,174976.556,25299,9,PR,1,100,111399
1738263927.055244,174987.000,25299,9,PR,1,100,111416
1738263927.065845,174997.600,25315,10,PR,1,100,111470
1738263927.076445,175008.200,25315,10,PR,1,100,111437
1738263927.087045,175018.800,25315,10,PR,1,100,111422
1738263927.097646,175029.400,25315,10,PR,1,100,111418
1738263927.108246,175040.000,25315,10,PR,1,100,111436
1738263927.118847,175050.600,25315,10,PR,1,100,111416
1738263927.129447,175061.200,25315,10,PR,1,100,111426
1738263927.140048,175071.800,25315,10,PR,1,100,111406
1738263927.150648,175082.400,25315,10,PR,1,100,111414
1738263927.161248,175093.000,25315,10,PR,1,100,111419
1738263927.170549,175102.300,25333,10,PR,1,100,111427
1738263927.179849,175111.600,25333,10,PR,1,100,111414
1738263927.189149,175120.900,25333,10,PR,1,100,111440
1738263927.198450,175130.200,25333,10,PR,1,100,111397
1738263927.207750,175139.500,25333,10,PR,1,100,111437
1738263927.217051,175148.800,25333,10,PR,1,100,111422
1738263927.226351,175158.100,25333,10,PR,1,100,111441
1738263927.235651,175167.400,25333,10,PR,1,100,111434
1738263927.244952,175176.700,25333,10,PR,1,100,111434
1738263927.254252,175186.000,25333,10,PR,1,100,111439
1738263927.264952,175196.700,25352,10,PR,1,100,111420
1738263927.275653,175207.400,25352,10,PR,1,100,111408
1738263927.286353,175218.100,25352,10,PR,1,100,111428
1738263927.297054,175228.800,25352,10,PR,1,100,111411
1738263927.307754,175239.500,25352,10,PR,1,100,111401
1738263927.318455,175250.200,25352,10,PR,1,100,111405
1738263927.329155,175260.900,25352,10,PR,1,100,111409
1738263927.339855,175271.600,25352,10,PR,1,100,111380
1738263927.350556,175282.300,25352,10,PR,1,100,111405
1738263927.361256,175293.000,25352,10,PR,1,100,111375
1738263927.370984,175302.727,25369,11,PR,1,100,111374
1738263927.380712,175312.455,25369,11,PR,1,100,111406
1738263927.390439,175322.182,25369,11,PR,1,100,111401
1738263927.400167,175331.909,25369,11,PR,1,100,111362
1738263927.409895,175341.636,25369,11,PR,1,100,111386
1738263927.419622,175351.364,25369,11,PR,1,100,111360
1738263927.429350,175361.091,25369,11,PR,1,100,111364
1738263927.439078,175370.818,25369,11,PR,1,100,111366
1738263927.448805,175380.545,25369,11,PR,1,100,111390
1738263927.458533,175390.273,25369,11,PR,1,100,111388
1738263927.468261,175400.000,25369,11,PR,1,100,111385
1738263927.478594,175410.333,25386,9,PR,1,100,111381
1738263927.488928,175420.667,25386,9,PR,1,100,111400
1738263927.499262,175431.000,25386,9,PR,1,100,111358
1738263927.509596,175441.333,25386,9,PR,1,100,111376
1738263927.519929,175451.667,25386,9,PR,1,100,111358
1738263927.530263,175462.000,25386,9,PR,1,100,111389
1738263927.540597,175472.333,25386,9,PR,1,100,111334
1738263927.550931,175482.667,25386,9,PR,1,100,111373
1738263927.561264,175493.000,25386,9,PR,1,100,111350
1738263927.570992,175502.727,25403,11,PR,1,100,111348
1738263927.580720,175512.455,25403,11,PR,1,100,111341
1738263927.590447,175522.182,25403,11,PR,1,100,111358
1738263927.600175,175531.909,25403,11,PR,1,100,111350
1738263927.609903,175541.636,25403,11,PR,1,100,111366
1738263927.619630,175551.364,25403,11,PR,1,100,111324
1738263927.629358,175561.091,25403,11,PR,1,100,111328
1738263927.639086,175570.818,25403,11,PR,1,100,111340
1738263927.648813,175580.545,25403,11,PR,1,100,111343
1738263927.658541,175590.273,25403,11,PR,1,100,111324
1738263927.668269,175600.000,25403,11,PR,1,100,111311
1738263927.678869,175610.600,25418,10,PR,1,100,111344
1738263927.689469,175621.200,25418,10,PR,1,100,111285
1738263927.700070,175631.800,25418,10,PR,1,100,111324
1738263927.710670,175642.400,25418,10,PR,1,100,111352
1738263927.721271,175653.000,25418,10,PR,1,100,111324
1738263927.731871,175663.600,25418,10,PR,1,100,111338
1738263927.742471,175674.200,25418,10,PR,1,100,111331
1738263927.753072,175684.800,25418,10,PR,1,100,111325
1738263927.763672,175695.400,25418,10,PR,1,100,111348
1738263927.774273,175706.000,25418,10,PR,1,100,111349
1738263927.783673,175715.400,25435,10,PR,1,100,111352
1738263927.793074,175724.800,25435,10,PR,1,100,111308
1738263927.802474,175734.200,25435,10,PR,1,100,111342
1738263927.811874,175743.600,25435,10,PR,1,100,111352
1738263927.821275,175753.000,25435,10,PR,1,100,111319
1738263927.830675,175762.400,25435,10,PR,1,100,111324
1738263927.840075,175771.800,25435,10,PR,1,100,111318
1738263927.849476,175781.200,25435,10,PR,1,100,111315
1738263927.858876,175790.600,25435,10,PR,1,100,111355
