LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1738263922.832340,206992.000,28496,4,EM,1,100,RS
1738263922.832340,206992.000,28496,4,EM,1,100,RB
1738263922.832340,206992.000,28496,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263922.832340,206992.000,28496,4,EM,1,100,PS
1738263922.882592,207042.250,28526,4,EM,1,100,RS
1738263922.932844,207092.500,28526,4,EM,1,100,RB
1738263922.983095,207142.750,28526,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263923.033347,207193.000,28526,4,EM,1,100,PS
1738263923.083599,207243.250,28560,4,EM,1,100,RS
1738263923.133850,207293.500,28560,4,EM,1,100,RB
1738263923.184102,207343.750,28560,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263923.234353,207394.000,28560,4,EM,1,100,PS
1738263923.284605,207444.250,28591,4,EM,1,100,RS
1738263923.334857,207494.500,28591,4,EM,1,100,RB
1738263923.385108,207544.750,28591,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263923.435360,207595.000,28591,4,EM,1,100,PS
1738263923.485611,207645.250,28622,4,EM,1,100,RS
1738263923.535863,207695.500,28622,4,EM,1,100,RB
1738263923.586115,207745.750,28622,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263923.636366,207796.000,28622,4,EM,1,100,PS
1738263923.686618,207846.250,28656,4,EM,1,100,RS
1738263923.736870,207896.500,28656,4,EM,1,100,RB
1738263923.787121,207946.750,28656,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263923.837373,207997.000,28656,4,EM,1,100,PS
1738263923.887624,208047.250,28686,4,EM,1,100,RS
1738263923.937876,208097.500,28686,4,EM,1,100,RB
1738263923.988127,208147.750,28686,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263924.038379,208198.000,28686,4,EM,1,100,PS
1738263924.088631,208248.250,28720,4,EM,1,100,RS
1738263924.138882,208298.500,28720,4,EM,1,100,RB
1738263924.189134,208348.750,28720,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263924.239386,208399.000,28720,4,EM,1,100,PS
1738263924.290637,208450.250,28751,4,EM,1,100,RS
1738263924.341889,208501.500,28751,4,EM,1,100,RB
1738263924.393141,208552.750,28751,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263924.444392,208604.000,28751,4,EM,1,100,PS
1738263924.495894,208655.500,28782,4,EM,1,100,RS
1738263924.547395,208707.000,28782,4,EM,1,100,RB
1738263924.598897,208758.500,28782,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263924.650399,208810.000,28782,4,EM,1,100,PS
1738263924.700650,208860.250,28813,4,EM,1,100,RS
1738263924.750902,208910.500,28813,4,EM,1,100,RB
1738263924.801154,208960.750,28813,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263924.851405,209011.000,28813,4,EM,1,100,PS
1738263924.901657,209061.250,28846,4,EM,1,100,RS
1738263924.951909,209111.500,28846,4,EM,1,100,RB
1738263925.002160,209161.750,28846,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263925.052412,209212.000,28846,4,EM,1,100,PS
1738263925.103413,209263.000,28877,4,EM,1,100,RS
1738263925.154415,209314.000,28877,4,EM,1,100,RB
1738263925.205417,209365.000,28877,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263925.256418,209416.000,28877,4,EM,1,100,PS
1738263925.306670,209466.250,28909,4,EM,1,100,RS
1738263925.356921,209516.500,28909,4,EM,1,100,RB
1738263925.407173,209566.750,28909,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263925.457425,209617.000,28909,4,EM,1,100,PS
1738263925.507676,209667.250,28939,4,EM,1,100,RS
1738263925.557928,209717.500,28939,4,EM,1,100,RB
1738263925.608180,209767.750,28939,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263925.658431,209818.000,28939,4,EM,1,100,PS
1738263925.708683,209868.250,28973,4,EM,1,100,RS
1738263925.758934,209918.500,28973,4,EM,1,100,RB
1738263925.809186,209968.750,28973,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263925.859438,210019.000,28973,4,EM,1,100,PS
1738263925.909689,210069.250,29003,4,EM,1,100,RS
1738263925.959941,210119.500,29003,4,EM,1,100,RB
1738263926.010192,210169.750,29003,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263926.060444,210220.000,29003,4,EM,1,100,PS
1738263926.110696,210270.250,29035,4,EM,1,100,RS
1738263926.160947,210320.500,29035,4,EM,1,100,RB
1738263926.211199,210370.750,29035,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263926.261451,210421.000,29035,4,EM,1,100,PS
1738263926.311702,210471.250,29066,4,EM,1,100,RS
1738263926.361954,210521.500,29066,4,EM,1,100,RB
1738263926.412205,210571.750,29066,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263926.462457,210622.000,29066,4,EM,1,100,PS
1738263926.512709,210672.250,29097,4,EM,1,100,RS
1738263926.562960,210722.500,29097,4,EM,1,100,RB
1738263926.613212,210772.750,29097,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263926.663463,210823.000,29097,4,EM,1,100,PS
1738263926.738466,210898.000,29137,4,EM,1,100,RS
1738263926.813468,210973.000,29137,4,EM,1,100,RB
1738263926.888471,211048.000,29137,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263926.963473,211123.000,29137,4,EM,1,100,PS
1738263927.013725,211173.250,29168,4,EM,1,100,RS
1738263927.063976,211223.500,29168,4,EM,1,100,RB
1738263927.114228,211273.750,29168,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263927.164479,211324.000,29168,4,EM,1,100,PS
1738263927.214731,211374.250,29201,4,EM,1,100,RS
1738263927.264983,211424.500,29201,4,EM,1,100,RB
1738263927.315234,211474.750,29201,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263927.365486,211525.000,29201,4,EM,1,100,PS
1738263927.415738,211575.250,29233,4,EM,1,100,RS
1738263927.465989,211625.500,29233,4,EM,1,100,RB
1738263927.516241,211675.750,29233,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263927.566492,211726.000,29233,4,EM,1,100,PS
1738263927.616744,211776.250,29265,4,EM,1,100,RS
1738263927.666996,211826.500,29265,4,EM,1,100,RB
1738263927.717247,211876.750,29265,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263927.767499,211927.000,29265,4,EM,1,100,PS
1738263927.817750,211977.250,29297,4,EM,1,100,RS
1738263927.868002,212027.500,29297,4,EM,1,100,RB
1738263927.918254,212077.750,29297,4,EM,1,100,2025-01-30_12-05-21-960930.csv
1738263927.968505,212128.000,29297,4,EM,1,100,PS
1738263928.018757,212178.250,29332,4,EM,1,100,RS
1738263928.069009,212228.500,29332,4,EM,1,100,RB
1738263928.119260,212278.750,29332,4,EM,1,100,2025-01-30_12-05-21-960930.csv
